Total_Stocks,Green_Stocks,Red_Stocks,Green_Percentage,Red_Percentage,Avg_Return,Avg_Price,Avg_Volume,Market_Return
46,42,4,91.30434782608695,8.695652173913043,33.95150861346218,2432.513756123699,7197210.967161666,1561.7693962192604
