Date,Symbol,Open,High,Low,Close,Volume,Month,Daily_Return,Price_Change,Sector
2023-10-03 05:30:00,WIPRO,406.45,408.1,403.6,405.45,2864052,2023-10,,-1.0,SOFTWARE
2023-10-04 05:30:00,WIPRO,402.7,405.45,400.65,404.9,3452935,2023-10,-0.13565174497471855,2.1999999999999886,SOFTWARE
2023-10-05 05:30:00,WIPRO,407.95,410.4,405.0,406.8,4062652,2023-10,0.46925166707829646,-1.1499999999999773,SOFTWARE
2023-10-06 05:30:00,WIPRO,408.0,409.8,406.95,407.85,3182502,2023-10,0.2581120943952797,-0.14999999999997726,SOFTWARE
2023-10-09 05:30:00,WIPRO,404.2,411.0,403.4,405.6,3015225,2023-10,-0.5516734093416686,1.400000000000034,SOFTWARE
2023-10-10 05:30:00,WIPRO,406.4,408.75,406.2,407.75,2564007,2023-10,0.5300788954635038,1.3500000000000227,SOFTWARE
2023-10-11 05:30:00,WIPRO,409.0,423.95,409.0,421.15,9546114,2023-10,3.286327406499079,12.149999999999977,SOFTWARE
2023-10-12 05:30:00,WIPRO,421.75,421.9,414.7,417.1,5117199,2023-10,-0.9616526178321205,-4.649999999999977,SOFTWARE
2023-10-13 05:30:00,WIPRO,411.9,414.4,409.05,411.05,5457027,2023-10,-1.4504914888516018,-0.8499999999999659,SOFTWARE
2023-10-16 05:30:00,WIPRO,411.0,411.9,408.15,410.2,2638826,2023-10,-0.2067874954385207,-0.8000000000000114,SOFTWARE
2023-10-17 05:30:00,WIPRO,411.7,413.85,411.05,411.4,2989694,2023-10,0.29254022428084614,-0.30000000000001137,SOFTWARE
2023-10-18 05:30:00,WIPRO,409.0,413.65,407.0,407.45,2440533,2023-10,-0.9601361205639258,-1.5500000000000114,SOFTWARE
2023-10-19 05:30:00,WIPRO,391.95,396.75,390.1,395.3,12814551,2023-10,-2.9819609768069633,3.3500000000000227,SOFTWARE
2023-10-20 05:30:00,WIPRO,395.05,396.05,391.0,391.85,4214668,2023-10,-0.8727548697191945,-3.1999999999999886,SOFTWARE
2023-10-23 05:30:00,WIPRO,390.85,393.0,382.2,383.15,4418913,2023-10,-2.220237335715214,-7.7000000000000455,SOFTWARE
2023-10-25 05:30:00,WIPRO,384.4,387.7,381.1,381.85,3339147,2023-10,-0.3392927052068284,-2.5499999999999545,SOFTWARE
2023-10-26 05:30:00,WIPRO,378.8,380.55,375.05,378.25,5497791,2023-10,-0.9427785779756559,-0.5500000000000114,SOFTWARE
2023-10-27 05:30:00,WIPRO,379.05,384.35,379.05,382.35,3101406,2023-10,1.0839391936549925,3.3000000000000114,SOFTWARE
2023-10-30 05:30:00,WIPRO,384.0,384.35,380.4,382.0,2344372,2023-10,-0.09153916568589437,-2.0,SOFTWARE
2023-10-31 05:30:00,WIPRO,383.2,384.1,379.15,381.8,3076768,2023-10,-0.052356020942401216,-1.3999999999999773,SOFTWARE
2023-11-01 05:30:00,WIPRO,383.85,385.55,380.15,380.95,2120976,2023-11,-0.2226296490309143,-2.900000000000034,SOFTWARE
