Date,Symbol,Open,High,Low,Close,Volume,Month,Daily_Return,Price_Change,Sector
2023-10-03 05:30:00,TATAMOTORS,632.6,632.65,618.6,620.45,6894577,2023-10,,-12.149999999999977,AUTOMOBILES
2023-10-04 05:30:00,TATAMOTORS,620.8,620.8,608.3,613.6,7612709,2023-10,-1.104037392215329,-7.199999999999932,AUTOMOBILES
2023-10-05 05:30:00,TATAMOTORS,619.0,621.35,614.65,619.6,7893892,2023-10,0.9778357235984414,0.6000000000000227,AUTOMOBILES
2023-10-06 05:30:00,TATAMOTORS,627.0,627.35,620.0,622.45,7922379,2023-10,0.45997417688832254,-4.5499999999999545,AUTOMOBILES
2023-10-09 05:30:00,TATAMOTORS,620.8,622.0,613.7,617.35,6381189,2023-10,-0.8193429191099777,-3.449999999999932,AUTOMOBILES
2023-10-10 05:30:00,TATAMOTORS,620.0,632.5,617.6,630.55,9833429,2023-10,2.138171215679918,10.549999999999955,AUTOMOBILES
2023-10-11 05:30:00,TATAMOTORS,633.0,637.8,632.6,634.0,7701931,2023-10,0.5471413845056006,1.0,AUTOMOBILES
2023-10-12 05:30:00,TATAMOTORS,637.0,640.2,635.05,636.95,5928732,2023-10,0.4652996845425861,-0.049999999999954525,AUTOMOBILES
2023-10-13 05:30:00,TATAMOTORS,633.95,669.0,633.0,667.1,28011678,2023-10,4.733495564801005,33.14999999999998,AUTOMOBILES
2023-10-16 05:30:00,TATAMOTORS,668.55,677.8,661.25,666.2,20005816,2023-10,-0.13491230700044543,-2.349999999999909,AUTOMOBILES
2023-10-17 05:30:00,TATAMOTORS,670.0,670.9,654.65,655.7,10263992,2023-10,-1.5761032722906076,-14.299999999999955,AUTOMOBILES
2023-10-18 05:30:00,TATAMOTORS,658.6,672.25,653.8,668.5,14908778,2023-10,1.952112246454174,9.899999999999977,AUTOMOBILES
2023-10-19 05:30:00,TATAMOTORS,662.95,672.3,658.6,668.8,10633043,2023-10,0.0448765893791947,5.849999999999909,AUTOMOBILES
2023-10-20 05:30:00,TATAMOTORS,666.65,676.4,660.5,663.2,11759568,2023-10,-0.8373205741626699,-3.449999999999932,AUTOMOBILES
2023-10-23 05:30:00,TATAMOTORS,663.65,667.25,645.0,647.35,8564004,2023-10,-2.389927623642951,-16.299999999999955,AUTOMOBILES
2023-10-25 05:30:00,TATAMOTORS,650.0,651.9,636.05,637.85,8229559,2023-10,-1.4675214335367226,-12.149999999999977,AUTOMOBILES
2023-10-26 05:30:00,TATAMOTORS,635.0,635.65,624.15,626.55,8889373,2023-10,-1.7715763894332603,-8.450000000000045,AUTOMOBILES
