Date,Symbol,Open,High,Low,Close,Volume,Month,Daily_Return,Price_Change,Sector
2023-10-03 05:30:00,MARUTI,10709.8,10709.8,10303.3,10346.9,623006,2023-10,,-362.89999999999964,AUTOMOBILES
2023-10-04 05:30:00,MARUTI,10283.9,10283.9,10090.0,10129.8,407793,2023-10,-2.098212991330739,-154.10000000000036,AUTOMOBILES
2023-10-05 05:30:00,MARUTI,10182.0,10271.0,10109.0,10210.2,377196,2023-10,0.7936978025232522,28.200000000000728,AUTOMOBILES
2023-10-06 05:30:00,MARUTI,10283.0,10333.0,10260.0,10302.0,335700,2023-10,0.899100899100902,19.0,AUTOMOBILES
2023-10-09 05:30:00,MARUTI,10250.0,10334.4,10184.0,10244.8,230083,2023-10,-0.5552319937876193,-5.200000000000728,AUTOMOBILES
2023-10-10 05:30:00,MARUTI,10290.0,10417.0,10270.1,10375.0,348342,2023-10,1.2708886459472213,85.0,AUTOMOBILES
2023-10-11 05:30:00,MARUTI,10350.0,10440.0,10340.0,10412.1,193526,2023-10,0.35759036144578094,62.100000000000364,AUTOMOBILES
2023-10-12 05:30:00,MARUTI,10460.0,10624.5,10420.2,10580.9,569237,2023-10,1.621190730016031,120.89999999999964,AUTOMOBILES
2023-10-13 05:30:00,MARUTI,10534.0,10745.0,10529.8,10727.5,625954,2023-10,1.385515409842264,193.5,AUTOMOBILES
2023-10-16 05:30:00,MARUTI,10730.0,10810.8,10665.0,10704.5,304196,2023-10,-0.2144022372407406,-25.5,AUTOMOBILES
2023-10-17 05:30:00,MARUTI,10730.0,10797.8,10565.3,10750.8,474718,2023-10,0.43252837591667426,20.799999999999272,AUTOMOBILES
2023-10-18 05:30:00,MARUTI,10755.0,10809.8,10711.0,10788.5,267435,2023-10,0.35067157792909587,33.5,AUTOMOBILES
2023-10-19 05:30:00,MARUTI,10700.0,10798.7,10700.0,10771.7,286284,2023-10,-0.1557213699772797,71.70000000000073,AUTOMOBILES
2023-10-20 05:30:00,MARUTI,10763.1,10799.0,10695.7,10725.7,232512,2023-10,-0.4270449418383393,-37.399999999999636,AUTOMOBILES
2023-10-23 05:30:00,MARUTI,10681.0,10724.7,10530.5,10553.7,227925,2023-10,-1.603624938232473,-127.29999999999927,AUTOMOBILES
2023-10-25 05:30:00,MARUTI,10520.0,10647.5,10501.6,10588.8,401105,2023-10,0.3325847806930238,68.79999999999927,AUTOMOBILES
2023-10-26 05:30:00,MARUTI,10539.0,10594.0,10392.5,10424.2,506129,2023-10,-1.554472650347527,-114.79999999999927,AUTOMOBILES
2023-10-27 05:30:00,MARUTI,10440.0,10845.0,10440.0,10560.7,1116713,2023-10,1.3094530035878016,120.70000000000073,AUTOMOBILES
2023-10-30 05:30:00,MARUTI,10700.0,10700.0,10245.0,10397.7,991168,2023-10,-1.5434582934843344,-302.2999999999993,AUTOMOBILES
2023-10-31 05:30:00,MARUTI,10490.0,10490.0,10321.0,10392.3,439996,2023-10,-0.05193456245132788,-97.70000000000073,AUTOMOBILES
2023-11-01 05:30:00,MARUTI,10390.1,10422.2,10188.7,10227.8,699116,2023-11,-1.5829027260567896,-162.3000000000011,AUTOMOBILES
2023-11-02 05:30:00,MARUTI,10290.3,10345.0,10201.0,10303.6,569194,2023-11,0.7411173468390153,13.300000000001091,AUTOMOBILES
2023-11-03 05:30:00,MARUTI,10318.0,10370.0,10241.0,10276.3,517582,2023-11,-0.2649559377305155,-41.70000000000073,AUTOMOBILES
2023-11-06 05:30:00,MARUTI,10339.0,10339.0,10252.0,10284.8,490459,2023-11,0.08271459572024575,-54.20000000000073,AUTOMOBILES
2023-11-07 05:30:00,MARUTI,10300.0,10326.0,10235.8,10253.3,264935,2023-11,-0.306277224642193,-46.70000000000073,AUTOMOBILES
2023-11-08 05:30:00,MARUTI,10320.0,10340.5,10260.6,10322.3,287006,2023-11,0.672954073322729,2.2999999999992724,AUTOMOBILES
2023-11-09 05:30:00,MARUTI,10350.0,10449.6,10316.8,10400.3,310536,2023-11,0.7556455441132259,50.29999999999927,AUTOMOBILES
2023-11-10 05:30:00,MARUTI,10375.0,10416.4,10320.0,10388.8,206395,2023-11,-0.11057373344999233,13.799999999999272,AUTOMOBILES
2023-11-12 05:30:00,MARUTI,10450.0,10495.0,10415.2,10431.4,27259,2023-11,0.41005698444478433,-18.600000000000364,AUTOMOBILES
2023-11-13 05:30:00,MARUTI,10429.0,10429.0,10363.7,10398.4,261891,2023-11,-0.31635255095193715,-30.600000000000364,AUTOMOBILES
2023-11-15 05:30:00,MARUTI,10497.0,10497.0,10375.0,10456.0,436538,2023-11,0.553931374057548,-41.0,AUTOMOBILES
