Date,Symbol,Open,High,Low,Close,Volume,Month,Daily_Return,Price_Change,Sector
2023-10-03 05:30:00,ADANIPORTS,826.0,836.75,824.25,831.4,2453090,2023-10,,5.399999999999977,MISCELLANEOUS
2023-10-04 05:30:00,ADANIPORTS,830.95,845.45,819.35,824.6,4096647,2023-10,-0.8178975222516205,-6.350000000000023,MISCELLANEOUS
2023-10-05 05:30:00,ADANIPORTS,830.85,832.0,820.25,825.2,2083505,2023-10,0.07276255154013977,-5.649999999999977,MISCELLANEOUS
2023-10-06 05:30:00,ADANIPORTS,830.0,836.5,826.4,830.75,1877058,2023-10,0.6725642268540888,0.75,MISCELLANEOUS
2023-10-09 05:30:00,ADANIPORTS,815.0,818.8,785.0,790.05,5994282,2023-10,-4.899187481191703,-24.950000000000045,MISCELLANEOUS
2023-10-10 05:30:00,ADANIPORTS,800.55,823.7,800.55,819.5,7591327,2023-10,3.727612176444528,18.950000000000045,MISCELLANEOUS
2023-10-11 05:30:00,ADANIPORTS,827.4,827.4,812.35,814.85,3281387,2023-10,-0.5674191580231858,-12.549999999999955,MISCELLANEOUS
2023-10-12 05:30:00,ADANIPORTS,818.55,823.25,812.55,814.95,2563606,2023-10,0.012272197336926638,-3.599999999999909,MISCELLANEOUS
2023-10-13 05:30:00,ADANIPORTS,812.0,824.8,805.85,813.75,3801000,2023-10,-0.1472482974415712,1.75,MISCELLANEOUS
2023-10-16 05:30:00,ADANIPORTS,818.5,818.5,803.25,805.65,2664794,2023-10,-0.9953917050691263,-12.850000000000023,MISCELLANEOUS
2023-10-17 05:30:00,ADANIPORTS,812.0,814.4,804.0,805.1,2162192,2023-10,-0.06826785825109205,-6.899999999999977,MISCELLANEOUS
2023-10-18 05:30:00,ADANIPORTS,808.95,809.05,795.4,798.6,2271927,2023-10,-0.8073531238355525,-10.350000000000023,MISCELLANEOUS
2023-10-19 05:30:00,ADANIPORTS,796.75,797.3,787.45,792.85,2862500,2023-10,-0.7200100175306812,-3.8999999999999773,MISCELLANEOUS
2023-10-20 05:30:00,ADANIPORTS,791.8,803.0,788.65,793.65,2434862,2023-10,0.10090180992621267,1.8500000000000227,MISCELLANEOUS
2023-10-23 05:30:00,ADANIPORTS,793.65,795.8,769.9,771.45,2002377,2023-10,-2.7972027972027913,-22.199999999999932,MISCELLANEOUS
2023-10-25 05:30:00,ADANIPORTS,772.5,783.35,761.05,769.1,2581498,2023-10,-0.30462116793051885,-3.3999999999999773,MISCELLANEOUS
2023-10-26 05:30:00,ADANIPORTS,764.0,771.8,754.5,770.35,3855358,2023-10,0.16252762969704015,6.350000000000023,MISCELLANEOUS
2023-10-27 05:30:00,ADANIPORTS,774.9,786.4,773.05,782.4,2995404,2023-10,1.5642240540014285,7.5,MISCELLANEOUS
2023-10-30 05:30:00,ADANIPORTS,785.9,794.4,779.8,785.0,3522068,2023-10,0.332310838445804,-0.8999999999999773,MISCELLANEOUS
2023-10-31 05:30:00,ADANIPORTS,789.8,791.1,782.5,784.75,2825760,2023-10,-0.03184713375796733,-5.0499999999999545,MISCELLANEOUS
2023-11-01 05:30:00,ADANIPORTS,784.75,790.5,767.2,769.1,2693768,2023-11,-1.9942656897100952,-15.649999999999977,MISCELLANEOUS
2023-11-02 05:30:00,ADANIPORTS,776.9,783.5,772.05,774.3,1741799,2023-11,0.6761149395397181,-2.6000000000000227,MISCELLANEOUS
2023-11-03 05:30:00,ADANIPORTS,780.0,798.8,777.3,795.4,4310765,2023-11,2.725041973395337,15.399999999999977,MISCELLANEOUS
2023-11-06 05:30:00,ADANIPORTS,801.5,806.25,799.3,802.5,2270316,2023-11,0.8926326376665905,1.0,MISCELLANEOUS
2023-11-07 05:30:00,ADANIPORTS,803.0,808.4,796.0,797.55,2394891,2023-11,-0.6168224299065495,-5.4500000000000455,MISCELLANEOUS
2023-11-08 05:30:00,ADANIPORTS,802.0,823.8,800.05,818.7,5123208,2023-11,2.651871356027846,16.700000000000045,MISCELLANEOUS
2023-11-09 05:30:00,ADANIPORTS,825.0,827.7,798.1,806.2,4982049,2023-11,-1.5268107976059597,-18.799999999999955,MISCELLANEOUS
2023-11-10 05:30:00,ADANIPORTS,808.0,818.8,806.2,808.6,3903183,2023-11,0.29769288017862383,0.6000000000000227,MISCELLANEOUS
2023-11-12 05:30:00,ADANIPORTS,816.7,816.7,811.0,812.25,265239,2023-11,0.4513974771209517,-4.4500000000000455,MISCELLANEOUS
2023-11-13 05:30:00,ADANIPORTS,810.0,828.0,807.5,809.85,1050882,2023-11,-0.2954755309325874,-0.14999999999997726,MISCELLANEOUS
2023-11-15 05:30:00,ADANIPORTS,818.0,818.0,809.05,810.75,1694698,2023-11,0.11113169105390064,-7.25,MISCELLANEOUS
2023-11-16 05:30:00,ADANIPORTS,814.4,818.4,808.1,813.6,1689762,2023-11,0.3515263644773281,-0.7999999999999545,MISCELLANEOUS
2023-11-17 05:30:00,ADANIPORTS,811.7,821.95,809.05,810.05,3218979,2023-11,-0.43633235004917337,-1.650000000000091,MISCELLANEOUS
2023-11-20 05:30:00,ADANIPORTS,810.05,816.0,801.1,803.6,3227659,2023-11,-0.7962471452379383,-6.449999999999932,MISCELLANEOUS
2023-11-21 05:30:00,ADANIPORTS,805.0,814.9,799.3,801.35,3643664,2023-11,-0.27999004479840606,-3.6499999999999773,MISCELLANEOUS
2023-11-22 05:30:00,ADANIPORTS,804.0,804.95,788.55,791.9,3212329,2023-11,-1.1792599987521135,-12.100000000000023,MISCELLANEOUS
2023-11-23 05:30:00,ADANIPORTS,795.0,804.7,791.45,793.1,3776615,2023-11,0.15153428463190455,-1.8999999999999773,MISCELLANEOUS
